record_type,medium,rho_cells_mL,D_m2_s,Cinf_uM,Km_uM,q_mol_cell_s,q_factor,A10,A50,A90,A_dead_1e3,R10_um,R50_um,R90_um,Rdead_1e3_um,R_Da1_um,depletion_at_Da1,eta_at_Da1,planar_C_over_Cinf_1e3_um
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,0.5,8.33e-19,1.0,0.22181954594683673,1.1727386508102164,2.656640521202081,7.4119271781160725,52.87763891106397,121.58297565118238,182.99471411301352,305.65937496773233,112.27217828476797,0.43214701686656054,0.953647205634119,318.850587270568
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,0.5,8.33e-18,10.0,0.22181954594683673,1.1727386508102164,2.656640521202081,7.4119271781160725,16.721377625090785,38.447912775853005,57.868009636848186,96.657981308149,35.50358012483632,0.43214701686656054,0.953647205634119,100.82940890572854
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,1.0,8.330000000000001e-20,0.1,0.24364110921122342,1.3456837447979282,3.535307509271191,13.147707384714018,175.24572515838628,411.85434493898083,667.5529918792641,1287.3515604099769,355.03580124836316,0.3858533129950865,0.9300583252085581,1288.671934138991
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,1.0,8.33e-19,1.0,0.24364110921122342,1.3456837447979282,3.535307509271191,13.147707384714018,55.417564170837274,130.23977942438208,211.09879131983607,407.0963080267374,112.27217828476797,0.3858533129950865,0.9300583252085581,407.51384686137084
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,1.0,8.33e-18,10.0,0.24364110921122342,1.3456837447979282,3.535307509271191,13.147707384714018,17.52457251583863,41.185434493898086,66.75529918792643,128.7351560409977,35.50358012483632,0.3858533129950865,0.9300583252085581,128.86719341389912
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,5.0,8.330000000000001e-20,0.1,0.418217826300986,2.731537170114002,10.672144755729535,59.331014997101875,229.60081168631575,586.7805450060212,1159.8397865887096,2734.721077072137,355.03580124836316,0.22412473348462636,0.9010069021507336,2559.4123469342526
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,5.0,8.33e-19,1.0,0.418217826300986,2.731537170114002,10.672144755729535,59.331014997101875,72.60615175521633,185.55630088939674,366.7735446503937,864.7947368816829,112.27217828476797,0.22412473348462636,0.9010069021507336,809.3572487869309
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,5.0,5.0,8.33e-18,10.0,0.418217826300986,2.731537170114002,10.672144755729535,59.331014997101875,22.96008116863158,58.67805450060213,115.98397865887097,273.4721077072138,35.50358012483632,0.22412473348462636,0.9010069021507336,255.94123469342532
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,20.0,0.1,8.330000000000001e-20,0.1,0.201090316163493,1.0086276990053336,1.8409342525151382,2.2043587585437985,318.4180826783414,713.1281659078488,963.4324803146714,1054.2492071907948,710.0716024967263,0.49574796246994735,0.9966964633145807,1110.3461679040745
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,20.0,0.1,8.33e-19,1.0,0.201090316163493,1.0086276990053336,1.8409342525151382,2.2043587585437985,100.69263894473673,225.51092678872402,304.66410095796977,333.38287161496754,224.54435656953595,0.49574796246994735,0.9966964633145807,351.1222881816623
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,20.0,0.1,8.33e-18,10.0,0.201090316163493,1.0086276990053336,1.8409342525151382,2.2043587585437985,31.84180826783415,71.31281659078489,96.34324803146714,105.4249207190795,71.00716024967264,0.49574796246994735,0.9966964633145807,111.03461679040747
factorial_sensitivity,oxygen,1000000000.0,2.1e-09,20.0,0.5,8.330000000000001e-20,0.1,0.20545605483528057,1.043162057475908,2.009395607004634,3.211737582388286,321.85600530709735,725.2337985731874,1006.5488771973322,1272.542135616131,710.0716024967263,0.47988468889074387,0.9848346186528878,1396.1893867823883
